,Content,Query Name,Title,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
1667,Correction Appended,cancer,Sorting Out Pills to Reduce Breast Cancer Risk,1667.0,1667.0,1667.0,1667.0
1668,"Data from the National Center for Health Statistics show that death rates over the past 60 years  the number of deaths adjusted for the age and size of the population  plummeted for heart disease, stroke, and influenza and pneumonia. But for cancer, they barely budged.",cancer,"As Other Death Rates Fall, Cancer’s Scarcely Moves",1668.0,1668.0,1668.0,1668.0
1669,"A second opinion from a team of specialists after an initial diagnosis of breast cancer resulted in a significant change in the recommended surgical treatment in more than half of cases, a new study has found.",cancer,Second Opinion May Aid Breast Cancer Treatment,1669.0,1669.0,1669.0,1669.0
1670,"The Venezuelan president, Hugo Chávez, appeared on national television on Monday for the first time with a shaved head, a stark visual reminder of the treatment he is currently receiving for an unspecified cancer. ",cancer,"Chávez, Battling Cancer, Appears With Shaved Head",1670.0,1670.0,1670.0,1670.0
1671,"Pittsburgh wide receiver Hines Ward arrived for this month’s Steelers minicamp with two books tucked in his duffel bag: the team’s playbook and a copy of “The Last Lecture,” co-written by Randy Pausch, who left his job as a computer science professor at Carnegie Mellon University last September.",cancer,"Dying of Cancer, but Full of Life Lessons",1671.0,1671.0,1671.0,1671.0
1672,"NEW DELHI — Prime Minister Sushil Koirala of Nepal is undergoing radiation therapy in New York to treat a cancerous tumor found on his lung, and his indefinite absence could further paralyze Nepalese politics.",cancer,Nepal’s Premier Is Being Treated for Lung Cancer,1672.0,1672.0,1672.0,1672.0
1673,"Lung cancer screening with CT scans does not appear to save lives and exposes people to serious risks of injury and even death from needless surgery, researchers were to report Wednesday.",cancer,Study points to dangers of CT scans for lung cancer,1673.0,1673.0,1673.0,1673.0
1674,Amgen is halting a late-stage clinical trial of an experimental drug for pancreatic cancer after an outside monitoring panel concluded that the drug was unlikely to improve the survival of patients with an advanced form of the disease.,cancer,"Amgen, Citing Weak Results, Halts Study of a Cancer Drug",1674.0,1674.0,1674.0,1674.0
1675,"ALBANY — New York unveiled what it billed as the nation’s first comprehensive statewide cancer map, which became available Monday on the Web site of the State Department of Health.",cancer,Map Tracks Incidences of Cancer Throughout New York State,1675.0,1675.0,1675.0,1675.0
1676,"Annie Toglia, who developed a physical rehabilitation program for women with breast cancer, died in Mount Kisco, N.Y. on Wednesday. She was 56.",cancer,"Annie Toglia, 56, Who Aided Breast Cancer Survivors, Is Dead",1676.0,1676.0,1676.0,1676.0
1677,"Women with an aggressive type of breast cancer lived longer if they received immunotherapy plus chemotherapy, rather than chemo alone, a major study has found.",cancer,"Immune-Based Treatment Helps Fight Aggressive Breast Cancer, Study Finds",1677.0,1677.0,1677.0,1677.0
1678,Test your knowledge of this week’s health news.,cancer,"The Weekly Health Quiz: Marriage, Nuts and a Cancer Breakthrough",1678.0,1678.0,1678.0,1678.0
1679,"The attendant walked into the hospital waiting room and called my name. I took a deep breath and hurried through the door. “I’m always surprised when my name is pronounced properly at a doctor’s office,” I said.",cancer,Cancer Survivors Celebrate Their Cancerversary,1679.0,1679.0,1679.0,1679.0
1680,"Some 470,000 cases of cervical cancer are diagnosed worldwide each year, and about half as many people die from the disease. Here are five things every woman — and the parents of every pre-teen and teenage girl — should know about preventing, detecting and treating cervical cancer:",cancer,"Cervical Cancer: Preventable, Treatable but Still a Major Killer",1680.0,1680.0,1680.0,1680.0
1681,"About half of all Bernese mountain dogs are prone to an unusual blood cancer called malignant histiocytosis. Boxers are four times more likely to get lymphomas than dogs in general, while Pomeranians are 10 times less likely. Cocker spaniels are more likely to get B cell lymphomas, and huskies are more susceptible to T cell lymphomas.",cancer,Dogs May Help Find Genes That Cause Cancer,1681.0,1681.0,1681.0,1681.0
1682,Correction Appended,cancer,Spanish Doctor Denies Castro Has Cancer,1682.0,1682.0,1682.0,1682.0
1683,"An international panel of experts convened by the World Health Organization concluded Monday that eating processed meat like hot dogs, ham and bacon raises the risk of colon cancer and that consuming other red meats “probably” raises the risk as well. But the increase in risk is so slight that experts said most people should not be overly worried about it.",cancer,"Meat Is Linked to Higher Cancer Risk, W.H.O. Report Finds",1683.0,1683.0,1683.0,1683.0
1684,"“You are being deported,” a surgeon announced to me last fall. That’s a scary thing for a child of two immigrants to hear. But he was referring to the removal of my port, a medical device implanted just beneath my right collarbone — a gateway for the dozens of rounds of chemotherapy, antibiotics and blood transfusions that have entered my body since I received a leukemia diagnosis at age 22.",cancer,Lost in Transition After Cancer,1684.0,1684.0,1684.0,1684.0
1685,"Diesel fumes cause lung cancer, the World Health Organization declared Tuesday, and experts said they were more carcinogenic than secondhand cigarette smoke.",cancer,W.H.O. Declares Diesel Fumes Cause Lung Cancer,1685.0,1685.0,1685.0,1685.0
1686,"CLEVELAND, July 23 — A welcome sense of normalcy returned to the young life of Jon Lester on Monday night. Instead of thinking about anaplastic large cell lymphoma or chemotherapy treatments, he was able to focus on retiring major league batters. His ability to get outs, apparently, has not been diminished by his battle with cancer.",cancer,Victorious Night for Lester in His Return From Cancer,1686.0,1686.0,1686.0,1686.0
1687,"The death rate from cervical cancer in the United States is considerably higher than previously estimated and the disparity in death rates between black women and white women is significantly wider, according to a study published Monday in the journal Cancer.",cancer,Wider Racial Gap Found in Cervical Cancer Deaths,1687.0,1687.0,1687.0,1687.0
1688,"Despite optimistic claims by American officials that the tide is finally turning against cancer, a growing number of patient advocates and researchers say they are discouraged by continuing slow progress in the 36-year-war against the disease in the United States.",cancer,Slow pace of advances against cancer frustrate researchers,1688.0,1688.0,1688.0,1688.0
1689,"WASHINGTON — The government issued warnings on Friday about two materials used daily by millions of Americans, saying that one causes cancer and the other might.",cancer,Government Says 2 Common Materials Pose Risk of Cancer,1689.0,1689.0,1689.0,1689.0
1690,"Dr. Alfred G. Knudson, who deduced how certain cancers strike a family generation after generation, died on Sunday at his home in Philadelphia. He was 93.",cancer,"Dr. Alfred G. Knudson, the ‘Mendel of Cancer Genetics,’ Dies at 93",1690.0,1690.0,1690.0,1690.0
1691,"Vaccines against the human papillomavirus have sharply reduced infections, genital and anal warts, and precancerous lesions in young women and girls in more than a dozen wealthy countries, a major new study has found — powerful evidence that these vaccines will ultimately cause major drops in cervical cancer. ",cancer,"HPV Vaccines Are Reducing Infections, Warts — and Probably Cancer",1691.0,1691.0,1691.0,1691.0
1692,A campaign to change attitudes about people with a familiar form of cancer is proving to be provocative enough that some posters are being torn down — and those behind the campaign could not be more pleased.,cancer,Cancer Campaign Tries Using Shock to Change Attitudes,1692.0,1692.0,1692.0,1692.0
1693,"Lung cancer screening with CT scans does not appear to save lives and exposes people to serious risks of injury and even death from needless surgery, researchers were to report Wednesday.",cancer,Study points to dangers of CT scans for lung cancer,1693.0,1693.0,1693.0,1693.0
1694,"The young woman in the American Cancer Society advertisement holds up a photograph of a smiling blonde. ""My sister accidentally killed herself. She died of skin cancer,"" reads the headline.",cancer,"Doctors balk at cancer ad, citing lack of evidence",1694.0,1694.0,1694.0,1694.0
1695, The Food and Drug Administration said on Thursday that it would move to revoke approval of the widely used drug Avastin as a treatment for breast cancer because the drug was not effective in helping patients. ,cancer,F.D.A. Plans to Revoke Approval for Breast Cancer Drug,1695.0,1695.0,1695.0,1695.0
1696,"Dr. Carolyn M. Kaelin, a breast cancer surgeon who continued her research and advocacy for patients after her own diagnosis of breast cancer ended her surgical career, died on July 28 at her home in Charlestown, Mass. She was 54. ",cancer,"Carolyn Kaelin, Breast Cancer Surgeon, Patient Advocate and Patient, Dies at 54",1696.0,1696.0,1696.0,1696.0
1697,"My grandfather received a diagnosis of brain cancer a week before I had to hand in my master’s thesis. The very first chapter discussed a scientific paper about his type of brain tumor. I found comfort in losing myself in the work: I sat by his hospital bed as he slept, and analyzed cancer data, typing out equations filled with Greek symbols that he had joked were some kind of sorcery.",cancer,Seeking a Cancer-Free World,1697.0,1697.0,1697.0,1697.0
